873	да	да	PART	_	_	877	cc	_	@ap1996m-words#@ap1996m#121.166#121.359
874	/	/	PUNCT	_	_	877	punct	_	@ap1996m-words#@ap1996m#121.359#121.552
875	ну	ну	PART	_	_	877	parataxis	_	@ap1996m-words#@ap1996m#121.552#121.745
876	про	про	ADP	_	_	877	case	_	@ap1996m-words#@ap1996m#121.745#121.938
877	ш...	штат	NOUN	_	_	872	conj	_	@ap1996m-words#@ap1996m#121.938#122.135
878	хорошо	хорошо	ADV	_	Degree=Pos	882	obl	_	@ap1996m-words#@ap1996m#125.866#126.055
879	/	/	PUNCT	_	_	882	punct	_	@ap1996m-words#@ap1996m#126.055#126.244
880	ну	ну	PART	_	_	882	parataxis	_	@ap1996m-words#@ap1996m#126.244#126.433
881	про	про	ADP	_	_	882	case	_	@ap1996m-words#@ap1996m#126.433#126.622
882	штаты	штат	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	877	parataxis	_	@ap1996m-words#@ap1996m#126.622#126.811
883	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	882	nsubj	_	@ap1996m-words#@ap1996m#126.811#127.0
884	в	в	ADP	_	_	888	case	_	@ap1996m-words#@ap1996m#127.0#127.189
885	/	/	PUNCT	_	_	888	punct	_	@ap1996m-words#@ap1996m#127.189#127.378
886	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	888	nsubj	_	@ap1996m-words#@ap1996m#127.378#127.567
887	в	в	ADP	_	_	888	case	_	@ap1996m-words#@ap1996m#127.567#127.756
888	курсе	курс	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	883	nmod	_	@ap1996m-words#@ap1996m#127.756#127.945
889	/	/	PUNCT	_	_	896	punct	_	@ap1996m-words#@ap1996m#127.945#128.134
890	да	да	PART	_	_	896	cc	_	@ap1996m-words#@ap1996m#128.134#128.333
891	ну	ну	PART	_	_	896	parataxis	_	@ap1996m-words#@ap1996m#128.333#128.602
892	кроме	кроме	ADP	_	_	896	mark	_	@ap1996m-words#@ap1996m#128.602#128.871
893	штатов-то	штатов-то	ADV	_	Degree=Pos	896	advmod	_	@ap1996m-words#@ap1996m#128.871#129.14
894	что	что	SCONJ	_	_	896	mark	_	@ap1996m-words#@ap1996m#129.14#129.409
895	ещё	еще	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	896	nsubj	_	@ap1996m-words#@ap1996m#129.409#129.678
896	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	888	conj	_	@ap1996m-words#@ap1996m#129.678#129.947
897	?	?	PUNCT	_	_	896	punct	_	@ap1996m-words#@ap1996m#129.947#130.216
898	только	только	PART	_	_	899	advmod	_	@ap1996m-words#@ap1996m#130.333#130.844
899	штаты	штат	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	896	nsubj	_	@ap1996m-words#@ap1996m#130.844#131.355
900	?	?	PUNCT	_	_	905	punct	_	@ap1996m-words#@ap1996m#131.355#131.866
901	хм	хм	INTJ	_	_	902	amod	_	@ap1996m-words#@ap1996m#134.266#134.566
902	хм	хм	INTJ	_	_	905	nmod	_	@ap1996m-words#@ap1996m#134.566#134.866
903	не	не	PART	_	_	905	advmod	_	@ap1996m-words#@ap1996m#152.133#152.453
904	/	/	PUNCT	_	_	905	punct	_	@ap1996m-words#@ap1996m#152.453#152.773
905	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	899	nmod	_	@ap1996m-words#@ap1996m#152.773#153.093
906	/	/	PUNCT	_	_	908	punct	_	@ap1996m-words#@ap1996m#153.093#153.413
907	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	908	nsubj	_	@ap1996m-words#@ap1996m#153.413#153.733
908	имею	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	905	conj	_	@ap1996m-words#@ap1996m#153.733#154.053
909	/	/	PUNCT	_	_	910	punct	_	@ap1996m-words#@ap1996m#154.053#154.373
910	ааа	ааа	INTJ	_	_	917	nsubj	_	@ap1996m-words#@ap1996m#154.373#154.693
911	ммм	ммм	INTJ	_	_	910	nmod	_	@ap1996m-words#@ap1996m#154.693#155.013
912	/	/	PUNCT	_	_	913	punct	_	@ap1996m-words#@ap1996m#155.013#155.333
913	планы	план	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	910	nmod	_	@ap1996m-words#@ap1996m#155.333#155.653
914	/	/	PUNCT	_	_	913	punct	_	@ap1996m-words#@ap1996m#155.653#155.973
915	там	там	ADV	_	Degree=Pos	917	advmod	_	@ap1996m-words#@ap1996m#155.973#156.293
916	куда-то	куда-то	ADV	_	Degree=Pos	917	advmod	_	@ap1996m-words#@ap1996m#156.293#156.613
917	переехать	переехать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	908	xcomp	_	@ap1996m-words#@ap1996m#156.613#156.933
918	где-то	где-то	ADV	_	Degree=Pos	919	advmod	_	@ap1996m-words#@ap1996m#156.933#157.253
919	пожить	жить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	917	xcomp	_	@ap1996m-words#@ap1996m#157.253#157.573
920	там	там	ADV	_	Degree=Pos	919	advmod	_	@ap1996m-words#@ap1996m#157.573#157.893
921	/	/	PUNCT	_	_	922	punct	_	@ap1996m-words#@ap1996m#157.893#158.213
922	полгода	полгода	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	919	obl	_	@ap1996m-words#@ap1996m#158.213#158.533
923	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	922	nmod	_	@ap1996m-words#@ap1996m#158.533#158.866
924	ааа	ааа	INTJ	_	_	923	nmod	_	@ap1996m-words#@ap1996m#159.333#159.626
925	/	/	PUNCT	_	_	930	punct	_	@ap1996m-words#@ap1996m#159.626#159.919
926	но	но	CCONJ	_	_	930	cc	_	@ap1996m-words#@ap1996m#159.919#160.212
927	/	/	PUNCT	_	_	917	punct	_	@ap1996m-words#@ap1996m#160.212#160.505
928	что	что	PRON	_	Case=Nom	930	nsubj	_	@ap1996m-words#@ap1996m#160.505#160.798
929	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	930	iobj	_	@ap1996m-words#@ap1996m#160.798#161.091
930	мешает	мешать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	917	conj	_	@ap1996m-words#@ap1996m#161.091#161.384
931	просто	просто	PART	_	_	932	advmod	_	@ap1996m-words#@ap1996m#161.384#161.677
932	иметь	иметь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	930	xcomp	_	@ap1996m-words#@ap1996m#161.677#161.97
933	здесь	здесь	ADV	_	Degree=Pos	932	advmod	_	@ap1996m-words#@ap1996m#161.97#162.263
934	недвижимость	недвижимость	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	932	obj	_	@ap1996m-words#@ap1996m#162.263#162.556
935	и	и	CCONJ	_	_	937	cc	_	@ap1996m-words#@ap1996m#162.556#162.849
936	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	937	obj	_	@ap1996m-words#@ap1996m#162.849#163.142
937	сдавать	сдавать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	932	conj	_	@ap1996m-words#@ap1996m#163.142#163.435
938	?	?	PUNCT	_	_	937	punct	_	@ap1996m-words#@ap1996m#163.435#163.733
939	#смеется#	#смеется#	X	_	_	937	obl	_	@ap1996m-words#@ap1996m#176.8#178.2
940	хм	хм	INTJ	_	_	943	amod	_	@ap1996m-words#@ap1996m#179.514#179.83
941	хм	хм	INTJ	_	_	943	amod	_	@ap1996m-words#@ap1996m#179.83#180.146
942	хм	хм	INTJ	_	_	943	amod	_	@ap1996m-words#@ap1996m#191.6#191.833
943	хм	хм	INTJ	_	_	939	nmod	_	@ap1996m-words#@ap1996m#191.833#192.066
944	но	но	CCONJ	_	_	949	cc	_	@ap1996m-words#@ap1996m#196.875#197.166
945	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	949	nsubj	_	@ap1996m-words#@ap1996m#197.166#197.457
946	как	как	ADV	_	Degree=Pos	948	obl	_	@ap1996m-words#@ap1996m#197.457#197.748
947	бы	бы	PART	_	_	946	fixed	_	@ap1996m-words#@ap1996m#197.748#198.039
948	постоянный	постоянный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	949	amod	_	@ap1996m-words#@ap1996m#198.039#198.33
949	стресс	стресс	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	937	conj	_	@ap1996m-words#@ap1996m#198.33#198.625
950	а	а	CCONJ	_	_	955	cc	_	@ap1996m-words#@ap1996m#201.181#201.401
951	что	что	PRON	_	Case=Acc	955	nsubj	_	@ap1996m-words#@ap1996m#201.401#201.621
952	хорошего	хороший	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	951	obl	_	@ap1996m-words#@ap1996m#201.621#201.841
953	в	в	ADP	_	_	955	case	_	@ap1996m-words#@ap1996m#201.841#202.061
954	постоянном	постоянный	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	955	amod	_	@ap1996m-words#@ap1996m#202.061#202.281
955	стрессе	стресс	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	949	conj	_	@ap1996m-words#@ap1996m#202.281#202.501
956	?	?	PUNCT	_	_	966	punct	_	@ap1996m-words#@ap1996m#202.501#202.727
957	хм	хм	INTJ	_	_	960	amod	_	@ap1996m-words#@ap1996m#204.363#204.817
958	хм	хм	INTJ	_	_	960	amod	_	@ap1996m-words#@ap1996m#204.817#205.272
959	хм	хм	INTJ	_	_	960	amod	_	@ap1996m-words#@ap1996m#217.909#218.454
960	хм	хм	INTJ	_	_	966	obl	_	@ap1996m-words#@ap1996m#218.454#219.0
961	#смеется#	#смеется#	NOUN	_	_	961	parataxis	_	@ap1996m-words#@ap1996m#227.522#227.954
962	/	/	PUNCT	_	_	962	punct	_	@ap1996m-words#@ap1996m#227.954#228.386
963	хорошо	хорошо	ADV	_	Degree=Pos	966	obl	_	@ap1996m-words#@ap1996m#228.386#228.818
962	#смеется#	#смеется#	X	_	_	962	nmod	_	@ap1996m-words#@ap1996m#228.818#233.454
962	#смеется#	#смеется#	X	_	_	962	nmod	_	@ap1996m-words#@ap1996m#233.454#235.272
966	серьёзно	серьёзно	ADV	_	Degree=Pos	955	parataxis	_	@ap1996m-words#@ap1996m#235.272#235.648
967	?	?	PUNCT	_	_	966	punct	_	@ap1996m-words#@ap1996m#235.648#236.024
968	так	так	ADV	_	Degree=Pos	969	obl	_	@ap1996m-words#@ap1996m#237.0#237.686
969	интересно	интересный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	966	conj	_	@ap1996m-words#@ap1996m#237.686#238.372
970	/	/	PUNCT	_	_	971	punct	_	@ap1996m-words#@ap1996m#238.372#239.058
971	#смеется#	#смеется#	X	_	_	1004	obl	_	@ap1996m-words#@ap1996m#239.058#239.744
972	хм	хм	INTJ	_	_	973	amod	_	@ap1996m-words#@ap1996m#241.652#241.858
973	хм	хм	INTJ	_	_	971	nmod	_	@ap1996m-words#@ap1996m#241.858#242.064
974	/	/	PUNCT	_	_	978	punct	_	@ap1996m-words#@ap1996m#242.064#242.27
975	так	так	ADV	_	Degree=Pos	978	cc	_	@ap1996m-words#@ap1996m#242.27#242.476
976	и	и	PART	_	_	975	fixed	_	@ap1996m-words#@ap1996m#242.476#242.682
977	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	978	cop	_	@ap1996m-words#@ap1996m#242.682#242.891
978	хм	хм	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	1004	obl	_	@ap1996m-words#@ap1996m#248.818#249.136
979	хм	хм	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	978	nmod	_	@ap1996m-words#@ap1996m#249.136#249.454
980	ну	ну	PART	_	_	981	parataxis	_	@ap1996m-words#@ap1996m#255.909#256.186
981	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	1004	nsubj	_	@ap1996m-words#@ap1996m#256.186#256.463
982	что	что	PRON	_	Case=Acc	1004	parataxis	_	@ap1996m-words#@ap1996m#256.463#256.74
983	/	/	PUNCT	_	_	982	punct	_	@ap1996m-words#@ap1996m#256.74#257.017
984	ну	ну	PART	_	_	987	discourse	_	@ap1996m-words#@ap1996m#257.017#257.294
985	о	о	ADP	_	_	986	case	_	@ap1996m-words#@ap1996m#257.294#257.571
986	чём	что	PRON	_	Case=Loc	987	nmod	_	@ap1996m-words#@ap1996m#257.571#257.848
987	речь	речь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	1004	nsubj	_	@ap1996m-words#@ap1996m#257.848#258.125
988	/	/	PUNCT	_	_	987	punct	_	@ap1996m-words#@ap1996m#258.125#258.402
989	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	987	nsubj	_	@ap1996m-words#@ap1996m#258.402#258.679
990	/	/	PUNCT	_	_	987	punct	_	@ap1996m-words#@ap1996m#258.679#258.956
991	у	у	ADP	_	_	992	case	_	@ap1996m-words#@ap1996m#258.956#259.233
992	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	1004	obl	_	@ap1996m-words#@ap1996m#259.233#259.51
993	разница	разница	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	1004	nsubj	_	@ap1996m-words#@ap1996m#259.51#259.787
994	по	по	ADP	_	_	1000	case	_	@ap1996m-words#@ap1996m#259.787#260.064
995	моему	мой	DET	_	Case=Dat|Gender=Neut|Number=Sing	997	det	_	@ap1996m-words#@ap1996m#260.064#260.341
996	/	/	PUNCT	_	_	997	punct	_	@ap1996m-words#@ap1996m#260.341#260.618
997	три	три	NUM	_	Animacy=Inan|Case=Acc	1000	nummod:gov	_	@ap1996m-words#@ap1996m#260.618#260.895
998	или	или	CCONJ	_	_	999	cc	_	@ap1996m-words#@ap1996m#260.895#261.172
999	четыре	четыре	NUM	_	Animacy=Inan|Case=Acc	997	conj	_	@ap1996m-words#@ap1996m#261.172#261.449
1000	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	993	nmod	_	@ap1996m-words#@ap1996m#261.449#261.727
1001	вот	вот	PART	_	_	1002	advmod	_	@ap1996m-words#@ap1996m#264.625#264.968
1002	поэтому	поэтому	ADV	_	Degree=Pos	1004	advmod	_	@ap1996m-words#@ap1996m#264.968#265.311
1003	и	и	PART	_	_	1004	advmod	_	@ap1996m-words#@ap1996m#265.311#265.654
1004	разошлись	разойтись	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	1008	conj	_	@ap1996m-words#@ap1996m#265.654#266.0
1005	вот	вот	PART	_	_	1006	advmod	_	@ap1996m-words#@ap1996m#266.0#266.328
1006	поэтому	поэтому	ADV	_	Degree=Pos	1008	advmod	_	@ap1996m-words#@ap1996m#266.328#266.656
1007	и	и	PART	_	_	1008	advmod	_	@ap1996m-words#@ap1996m#266.656#266.984
1008	разошлись	разойтись	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	969	csubj	_	@ap1996m-words#@ap1996m#266.984#267.312
1009	хм	хм	INTJ	_	_	1010	amod	_	@ap1996m-words#@ap1996m#272.375#272.625
1010	хм	хм	INTJ	_	_	1008	obl	_	@ap1996m-words#@ap1996m#272.625#272.875
1011	#смеется#	#смеется#	INTJ	_	_	1010	nmod	_	@ap1996m-words#@ap1996m#276.133#276.733
1012	у	у	ADP	_	_	1013	case	_	@ap1996m-words#@ap1996m#276.783#277.141
1013	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	1008	obl	_	@ap1996m-words#@ap1996m#277.141#277.499
1014	все	весь	DET	_	Case=Nom|Number=Plur	1015	det	_	@ap1996m-words#@ap1996m#277.499#277.857
1015	подписчики	подписчик	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	1017	nsubj	_	@ap1996m-words#@ap1996m#277.857#278.215
1016	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	1017	obl	_	@ap1996m-words#@ap1996m#278.215#278.573
1017	интересуются	интересоваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	1008	conj	_	@ap1996m-words#@ap1996m#278.573#278.933
1018	да	да	CCONJ	_	_	1023	cc	_	@ap1996m-words#@ap1996m#279.016#279.333
1019	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	1023	parataxis	_	@ap1996m-words#@ap1996m#292.8#293.775
1020	так	так	ADV	_	Degree=Pos	1023	advmod	_	@ap1996m-words#@ap1996m#293.775#294.75
1021	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	1023	nsubj	_	@ap1996m-words#@ap1996m#295.04#295.435
1022	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	1023	cop	_	@ap1996m-words#@ap1996m#295.435#295.83
1023	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	1008	conj	_	@ap1996m-words#@ap1996m#295.83#296.225
1024	/	/	PUNCT	_	_	1026	punct	_	@ap1996m-words#@ap1996m#296.225#296.62
1025	наверное	наверное	ADV	_	Degree=Pos	1026	parataxis	_	@ap1996m-words#@ap1996m#296.62#297.015
1026	единственный	единственный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	1023	obl	_	@ap1996m-words#@ap1996m#297.015#297.41
1027	в	в	ADP	_	_	1029	case	_	@ap1996m-words#@ap1996m#297.41#297.805
1028	моей	мой	DET	_	Case=Loc|Gender=Fem|Number=Sing	1029	det	_	@ap1996m-words#@ap1996m#297.805#298.2
1029	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	1026	nmod	_	@ap1996m-words#@ap1996m#298.2#298.595
1030	/	/	PUNCT	_	_	1032	punct	_	@ap1996m-words#@ap1996m#298.595#298.99
1031	с	с	ADP	_	_	1032	case	_	@ap1996m-words#@ap1996m#298.99#299.385
1032	кем	кто	PRON	_	Case=Ins	1041	obl	_	@ap1996m-words#@ap1996m#299.385#299.78
1033	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	1041	nsubj	_	@ap1996m-words#@ap1996m#299.78#300.175
1034	/	/	PUNCT	_	_	1035	punct	_	@ap1996m-words#@ap1996m#300.175#300.57
1035	прямо	прямо	ADV	_	Degree=Pos	1033	appos	_	@ap1996m-words#@ap1996m#300.57#300.965
1036	/	/	PUNCT	_	_	1038	punct	_	@ap1996m-words#@ap1996m#300.965#301.36
1037	так	так	ADV	_	Degree=Pos	1038	advmod	_	@ap1996m-words#@ap1996m#301.36#301.755
1038	много	много	ADV	_	Degree=Pos	1035	conj	_	@ap1996m-words#@ap1996m#301.755#302.15
1039	и	и	CCONJ	_	_	1040	cc	_	@ap1996m-words#@ap1996m#302.15#302.545
1040	открыто	открыто	ADV	_	Degree=Pos	1035	conj	_	@ap1996m-words#@ap1996m#302.545#302.94
1041	смеялся	смеяться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	1026	ccomp	_	@ap1996m-words#@ap1996m#302.94#303.352
